severity_score,failed_login_attempts,failed_login_count,cvss_score,hour_of_day,event_frequency,number_of_alerts_per_user,malware_detected,weekend_flag,malicious_ip_flag,threat_feed_match,event_type_enc,protocol_enc,os_enc,department_enc
-0.40891359940928507,-0.5644786802925077,0.30201914427872734,-1.6415420988542648,-1.5112132588556586,-0.4934671587474906,0.1114489930605127,0,0,0,0,23,5,4,6
1.656828251610088,-0.5644786802925077,-1.1015856886998001,-0.3150942062385213,-1.5112132588556586,0.03851554796605946,-0.06096590957023099,0,0,0,0,19,6,2,5
-0.40891359940928507,-0.5644786802925077,-0.4302964207535478,1.1509797803367747,-1.5112132588556586,-0.7299039172868461,-0.578210617462462,0,0,0,0,18,1,4,4
-1.4417845249189716,-0.5644786802925077,0.05791395593463564,1.3604189212761024,-1.5112132588556586,1.338917719932515,0.8011086035834875,1,0,0,0,14,6,4,1
0.6239573261004014,-0.5644786802925077,0.607150629708842,0.41794278704912674,-1.5112132588556586,1.1615901510279985,0.6286937009527438,0,0,0,0,22,4,3,4
0.6239573261004014,-0.5644786802925077,-0.9185067974417312,1.5698580622154303,-1.3663569675682723,-0.3161395898429739,-0.4057957148317184,1,0,0,0,13,0,3,6
1.656828251610088,-0.5644786802925077,-1.4067171741299147,-0.7688790116070651,-1.3663569675682723,-0.020593641668779434,-0.578210617462462,0,0,0,0,5,6,0,7
-0.40891359940928507,-0.5644786802925077,0.48509803553679615,1.2207928273165505,-1.3663569675682723,-0.020593641668779434,-0.4057957148317184,0,0,0,0,1,1,2,7
0.6239573261004014,-0.5644786802925077,0.8512558180529337,1.5698580622154303,-1.3663569675682723,-0.4343579691126517,-0.2333808122009747,1,0,0,0,9,6,0,2
-1.4417845249189716,-0.5644786802925077,0.48509803553679615,1.639671109195206,-1.3663569675682723,-0.3161395898429739,0.2838638956912564,0,0,0,0,13,4,2,6
-0.40891359940928507,-0.5644786802925077,-0.7964542032696854,1.639671109195206,-1.3663569675682723,-0.789013106921685,-0.2333808122009747,1,0,0,0,7,7,1,6
0.6239573261004014,2.3167746098107114,0.8512558180529337,-0.664159441137401,-1.3663569675682723,-0.19792121057329612,-0.7506255200932058,0,0,0,0,20,1,1,5
0.6239573261004014,-0.5644786802925077,1.583571383085209,-0.38490725321829716,-1.3663569675682723,-0.3161395898429739,1.4907682141064622,0,0,0,0,13,6,0,4
0.6239573261004014,-0.5644786802925077,1.1563873034830483,-1.083037723016057,-1.3663569675682723,-0.19792121057329612,-0.578210617462462,0,0,0,0,20,7,1,6
1.656828251610088,-0.5644786802925077,0.668176926794865,0.5924754044985666,-1.3663569675682723,-0.257030400208135,0.9735235062142312,0,0,0,0,17,2,3,7
0.6239573261004014,-0.5644786802925077,1.7056239772572548,0.5924754044985666,-1.3663569675682723,-2.6213979856016905,1.4907682141064622,0,0,0,0,2,6,3,5
0.6239573261004014,-0.5644786802925077,-0.4302964207535478,0.38303626355923853,-1.3663569675682723,-0.4934671587474906,1.1459384088449749,0,0,0,0,23,3,3,5
0.6239573261004014,2.3167746098107114,0.24099284719270445,0.7670080219480067,-1.2215006762808858,-0.19792121057329612,0.1114489930605127,1,0,0,0,6,3,2,3
1.656828251610088,-0.5644786802925077,1.6445976801712319,-1.083037723016057,-1.2215006762808858,-0.4934671587474906,1.4907682141064622,0,0,0,0,23,1,3,0
-0.40891359940928507,1.081951771195046,1.3394661947411173,0.7321014984581184,-1.2215006762808858,-2.6213979856016905,0.9735235062142312,0,0,0,0,2,3,3,3
-1.4417845249189716,-0.5644786802925077,0.8512558180529337,0.10378407564013467,-1.2215006762808858,-0.19792121057329612,-0.578210617462462,0,0,0,0,6,3,2,2
0.6239573261004014,-0.5644786802925077,-0.247217529495479,-1.1877572934857208,-1.2215006762808858,1.7526820473763873,0.6286937009527438,0,0,0,0,11,7,1,5
-0.40891359940928507,-0.5644786802925077,-0.8574805003557083,1.639671109195206,-1.2215006762808858,1.7526820473763873,0.2838638956912564,0,0,0,0,11,0,3,4
0.6239573261004014,-0.5644786802925077,0.11894025302065857,0.45284931053901456,-1.2215006762808858,-0.257030400208135,-0.9230404227239495,0,0,0,0,8,5,1,0
-0.40891359940928507,-0.5644786802925077,0.30201914427872734,-0.14056158878908132,-1.2215006762808858,-0.3161395898429739,0.2838638956912564,0,0,0,0,13,6,4,4
-1.4417845249189716,-0.5644786802925077,-0.5523490149255936,-0.4547203001980731,-1.2215006762808858,-0.020593641668779434,0.2838638956912564,0,0,0,0,1,4,3,6
0.6239573261004014,2.3167746098107114,2.193834353945438,0.10378407564013467,-1.2215006762808858,-0.020593641668779434,-0.578210617462462,0,0,0,0,1,2,2,3
-1.4417845249189716,-0.15287106742061934,-1.1015856886998001,-0.908505105566617,-1.2215006762808858,1.7526820473763873,-1.4402851306161806,0,0,0,0,11,0,3,0
1.656828251610088,-0.5644786802925077,0.11894025302065857,0.7321014984581184,-1.2215006762808858,0.03851554796605946,-0.7506255200932058,1,0,0,0,19,0,1,0
1.656828251610088,-0.5644786802925077,-1.1015856886998001,0.17359712261991073,-1.0766443849934995,-0.19792121057329612,-0.06096590957023099,1,0,0,0,21,3,3,2
0.6239573261004014,-0.5644786802925077,0.11894025302065857,-0.07074854180930527,-1.0766443849934995,0.21584311687057614,0.9735235062142312,0,0,0,0,16,5,0,6
-0.40891359940928507,-0.5644786802925077,2.315886948117484,0.03397102866035863,-1.0766443849934995,1.1024809613931594,1.3183533114757187,0,0,0,0,15,1,2,6
0.6239573261004014,-0.5644786802925077,0.1799665501066815,-0.38490725321829716,-1.0766443849934995,-2.6213979856016905,0.2838638956912564,1,0,0,0,2,0,0,5
-0.40891359940928507,2.3167746098107114,1.4004924918271402,0.5575688810086785,-1.0766443849934995,-0.8481222965565239,1.1459384088449749,0,0,0,0,4,0,3,0
-1.4417845249189716,-0.5644786802925077,0.668176926794865,0.7321014984581184,-1.0766443849934995,2.343773943724776,0.9735235062142312,0,0,0,0,0,7,4,4
-1.4417845249189716,-0.5644786802925077,-0.4913227178395707,-0.664159441137401,-1.0766443849934995,1.338917719932515,-0.06096590957023099,0,0,0,0,14,6,0,2
1.656828251610088,1.4935593840669343,-0.3692701236675249,-0.3500007297284091,-1.0766443849934995,-1.0254498654610407,-0.2333808122009747,0,0,0,0,12,6,3,4
-1.4417845249189716,-0.5644786802925077,0.9733084122249795,-0.1754681122789692,-1.0766443849934995,0.03851554796605946,1.1459384088449749,0,0,0,0,19,3,2,6
-0.40891359940928507,-0.5644786802925077,0.24099284719270445,0.24341016959968675,-1.0766443849934995,-0.257030400208135,0.2838638956912564,0,0,0,0,17,2,3,3
-0.40891359940928507,1.4935593840669343,-0.9185067974417312,1.6745776326850945,-1.0766443849934995,-0.19792121057329612,-0.2333808122009747,0,0,0,0,21,5,2,6
-0.40891359940928507,-0.5644786802925077,0.668176926794865,0.9415406393974466,-1.0766443849934995,1.1024809613931594,0.6286937009527438,0,0,0,0,15,0,2,1
1.656828251610088,-0.5644786802925077,-1.223638282871846,0.8717275924176705,-0.9317880937061129,-0.19792121057329612,-0.06096590957023099,0,0,0,0,21,1,0,0
0.6239573261004014,-0.5644786802925077,0.24099284719270445,0.03397102866035863,-0.9317880937061129,-0.8481222965565239,1.8355980193679498,0,0,0,0,4,0,1,6
-1.4417845249189716,-0.5644786802925077,-1.1015856886998001,-0.10565506529919315,-0.9317880937061129,0.21584311687057614,-1.4402851306161806,1,0,0,0,16,2,2,7
-1.4417845249189716,2.7283822226826,-0.9795330945277542,-0.38490725321829716,-0.9317880937061129,0.03851554796605946,-0.2333808122009747,1,0,0,0,3,6,4,2
0.6239573261004014,2.3167746098107114,0.11894025302065857,-0.873598582076729,-0.9317880937061129,-0.020593641668779434,-0.9230404227239495,1,0,0,0,5,4,3,3
0.6239573261004014,-0.5644786802925077,-0.9185067974417312,1.639671109195206,-0.9317880937061129,-0.4934671587474906,-0.06096590957023099,0,0,0,0,23,7,4,1
0.6239573261004014,-0.5644786802925077,2.6210184335475986,-0.0009354948295292361,-0.9317880937061129,0.21584311687057614,0.8011086035834875,1,0,0,0,16,4,1,4
1.656828251610088,-0.5644786802925077,-0.4913227178395707,-0.664159441137401,-0.9317880937061129,0.21584311687057614,-0.06096590957023099,0,0,0,0,16,4,2,0
-0.40891359940928507,-0.5644786802925077,-0.3692701236675249,0.7321014984581184,-0.9317880937061129,-0.3161395898429739,-0.4057957148317184,0,0,0,0,13,5,4,4
-0.40891359940928507,-0.5644786802925077,0.1799665501066815,0.8368210689277826,-0.9317880937061129,0.03851554796605946,-0.7506255200932058,0,0,0,0,3,6,0,7
-1.4417845249189716,1.081951771195046,-1.0405593916137772,1.6745776326850945,-0.9317880937061129,-0.19792121057329612,-0.7506255200932058,0,0,0,0,20,0,0,7
1.656828251610088,2.3167746098107114,0.11894025302065857,0.7670080219480067,-0.9317880937061129,-0.257030400208135,-0.9230404227239495,0,0,0,0,8,0,4,7
-1.4417845249189716,-0.5644786802925077,0.8512558180529337,1.4651384917457662,-0.7869318024187266,0.03851554796605946,1.3183533114757187,0,0,0,0,3,4,0,3
0.6239573261004014,-0.5644786802925077,2.254860651031461,-1.0132246760362809,-0.7869318024187266,-0.020593641668779434,2.0080129219986933,0,0,0,0,5,1,4,7
1.656828251610088,-0.5644786802925077,-0.12516493532343315,-0.943411629056505,-0.7869318024187266,1.7526820473763873,0.1114489930605127,0,0,0,0,11,7,4,6
0.6239573261004014,-0.5644786802925077,-0.4913227178395707,-1.7462616693239288,-0.7869318024187266,-0.257030400208135,0.1114489930605127,1,0,0,0,8,2,0,5
-1.4417845249189716,-0.5644786802925077,0.3630454413647503,1.3604189212761024,-0.7869318024187266,-0.257030400208135,-0.578210617462462,0,0,0,0,17,3,0,6
-1.4417845249189716,-0.5644786802925077,1.0343347093110025,-0.629252917647513,-0.7869318024187266,-0.19792121057329612,1.3183533114757187,0,0,0,0,20,0,4,1
1.656828251610088,2.7283822226826,-0.3692701236675249,0.9415406393974466,-0.7869318024187266,-0.4343579691126517,-0.4057957148317184,0,0,0,0,9,4,0,0
1.656828251610088,-0.5644786802925077,-0.9185067974417312,0.38303626355923853,-0.7869318024187266,-0.789013106921685,-0.7506255200932058,0,0,0,0,7,6,4,3
0.6239573261004014,-0.5644786802925077,-1.3456908770438918,1.1160732568468863,-0.7869318024187266,2.343773943724776,-0.2333808122009747,0,0,0,0,0,5,3,3
0.6239573261004014,-0.5644786802925077,0.05791395593463564,0.3132232165794628,-0.7869318024187266,1.7526820473763873,-0.578210617462462,0,0,0,0,11,5,1,4
0.6239573261004014,-0.5644786802925077,2.376913245203507,-0.3500007297284091,-0.7869318024187266,-0.3161395898429739,1.1459384088449749,0,0,0,0,13,3,4,5
0.6239573261004014,-0.5644786802925077,-0.0031123411513872875,-0.5943463941576251,-0.7869318024187266,-0.7299039172868461,-0.2333808122009747,0,0,0,0,18,1,2,1
-1.4417845249189716,-0.5644786802925077,-1.4067171741299147,-0.3150942062385213,-0.6420755111313402,2.343773943724776,-0.9230404227239495,0,0,0,0,0,2,3,3
-0.40891359940928507,-0.5644786802925077,-0.7964542032696854,1.1160732568468863,-0.6420755111313402,-0.020593641668779434,-0.4057957148317184,0,0,0,0,5,0,4,4
-0.40891359940928507,-0.5644786802925077,0.3630454413647503,1.5000450152356546,-0.6420755111313402,1.1024809613931594,0.8011086035834875,0,0,0,0,15,4,3,4
0.6239573261004014,0.6703441583231574,-0.8574805003557083,0.48775583402890277,-0.6420755111313402,0.21584311687057614,-1.6127000332469243,0,0,0,0,16,3,1,3
0.6239573261004014,0.25873654545126906,0.1799665501066815,-0.6990659646272891,-0.6420755111313402,0.03851554796605946,0.2838638956912564,0,0,0,0,19,3,0,5
-1.4417845249189716,-0.5644786802925077,-2.016980144990144,0.9764471628873345,-0.6420755111313402,-0.4343579691126517,-1.0954553253546933,0,0,0,0,9,6,0,2
0.6239573261004014,-0.5644786802925077,-1.223638282871846,1.6745776326850945,-0.6420755111313402,0.03851554796605946,-0.7506255200932058,0,0,0,0,3,1,4,4
1.656828251610088,1.4935593840669343,1.0953610063970254,0.7670080219480067,-0.6420755111313402,-2.6213979856016905,1.4907682141064622,0,0,0,0,2,5,4,3
-0.40891359940928507,2.7283822226826,1.3394661947411173,-1.292476863955385,-0.6420755111313402,-0.789013106921685,0.6286937009527438,0,0,0,0,7,6,3,5
1.656828251610088,-0.5644786802925077,1.8276765714293006,-1.083037723016057,-0.6420755111313402,-0.257030400208135,0.9735235062142312,0,0,0,0,17,3,0,7
0.6239573261004014,-0.5644786802925077,-1.162611985785823,-0.873598582076729,-0.6420755111313402,1.7526820473763873,-1.0954553253546933,0,0,0,0,11,7,2,5
-1.4417845249189716,-0.5644786802925077,-0.12516493532343315,0.45284931053901456,-0.6420755111313402,0.03851554796605946,0.1114489930605127,0,0,0,0,19,1,2,1
-0.40891359940928507,-0.5644786802925077,-0.12516493532343315,-0.0009354948295292361,-0.49721921984395373,1.1615901510279985,-1.0954553253546933,0,0,0,0,22,7,3,2
-0.40891359940928507,-0.5644786802925077,-0.8574805003557083,1.5349515387255426,-0.49721921984395373,1.7526820473763873,-1.6127000332469243,0,0,0,0,11,1,2,5
1.656828251610088,-0.5644786802925077,-0.247217529495479,-1.257570340465497,-0.49721921984395373,-0.020593641668779434,0.6286937009527438,0,0,0,0,5,4,2,1
-0.40891359940928507,-0.5644786802925077,-1.0405593916137772,1.1858863038266625,-0.49721921984395373,-0.3161395898429739,0.1114489930605127,0,0,0,0,13,5,1,1
-0.40891359940928507,0.6703441583231574,1.2784398976550941,-1.292476863955385,-0.49721921984395373,-2.6213979856016905,0.8011086035834875,0,0,0,0,2,3,1,1
-1.4417845249189716,2.7283822226826,-0.6744016090976395,1.5349515387255426,-0.49721921984395373,0.21584311687057614,-0.2333808122009747,0,0,0,0,16,6,4,6
0.6239573261004014,-0.5644786802925077,-0.9185067974417312,-0.0358420183194171,-0.49721921984395373,0.03851554796605946,-0.06096590957023099,0,0,0,0,3,5,2,2
-1.4417845249189716,-0.5644786802925077,-0.30824382658150196,-0.2801876827486331,-0.49721921984395373,-0.5525763483823295,-0.578210617462462,0,0,0,0,10,5,1,1
0.6239573261004014,-0.5644786802925077,-0.247217529495479,-0.07074854180930527,-0.49721921984395373,-0.5525763483823295,1.4907682141064622,0,0,0,0,10,1,1,1
0.6239573261004014,-0.5644786802925077,-0.8574805003557083,-1.5717290518744889,-0.49721921984395373,1.1615901510279985,0.2838638956912564,0,0,0,0,22,7,2,6
-0.40891359940928507,-0.5644786802925077,0.48509803553679615,-1.6066355753643766,-0.49721921984395373,0.21584311687057614,-0.06096590957023099,0,0,0,0,16,5,0,1
0.6239573261004014,-0.5644786802925077,-0.6744016090976395,0.48775583402890277,-0.49721921984395373,0.03851554796605946,-2.1299447411391554,0,0,0,0,19,7,1,6
-1.4417845249189716,1.9051669969388227,1.4615187889131631,0.8717275924176705,-0.3523629285565673,-0.3161395898429739,-1.2678702279854368,0,0,0,0,13,3,1,7
-1.4417845249189716,-0.5644786802925077,-1.3456908770438918,1.2207928273165505,-0.3523629285565673,-0.4934671587474906,-1.6127000332469243,1,0,0,0,23,5,3,1
0.6239573261004014,-0.5644786802925077,0.30201914427872734,-1.1877572934857208,-0.3523629285565673,-0.19792121057329612,0.2838638956912564,0,0,0,0,21,4,3,2
1.656828251610088,-0.5644786802925077,-0.8574805003557083,0.38303626355923853,-0.3523629285565673,-0.4934671587474906,-0.06096590957023099,0,0,0,0,23,4,4,6
-1.4417845249189716,-0.5644786802925077,0.05791395593463564,1.0113536863772226,-0.3523629285565673,-0.020593641668779434,0.8011086035834875,0,0,0,0,1,7,3,0
-0.40891359940928507,-0.5644786802925077,-0.6744016090976395,0.03397102866035863,-0.3523629285565673,-0.020593641668779434,-0.9230404227239495,0,0,0,0,5,2,2,4
0.6239573261004014,-0.5644786802925077,-0.5523490149255936,-0.0009354948295292361,-0.3523629285565673,1.1615901510279985,0.4562787983220001,0,0,0,0,22,6,1,3
-1.4417845249189716,-0.5644786802925077,-0.8574805003557083,1.0462602098671105,-0.3523629285565673,-0.4343579691126517,-1.6127000332469243,0,0,0,0,9,2,0,5
-0.40891359940928507,-0.15287106742061934,1.4004924918271402,-0.9783181525463929,-0.3523629285565673,-0.19792121057329612,1.1459384088449749,0,0,0,0,21,6,2,6
-1.4417845249189716,-0.5644786802925077,-0.4302964207535478,0.45284931053901456,-0.3523629285565673,0.03851554796605946,1.1459384088449749,0,0,0,0,19,1,0,7
1.656828251610088,-0.5644786802925077,-1.7728749566460522,0.7670080219480067,-0.3523629285565673,-0.8481222965565239,-1.4402851306161806,0,0,0,0,4,6,0,5
1.656828251610088,0.25873654545126906,-0.12516493532343315,1.5349515387255426,-0.3523629285565673,-0.5525763483823295,0.6286937009527438,1,0,0,0,10,0,0,6
1.656828251610088,0.25873654545126906,0.30201914427872734,1.639671109195206,-0.20750663726918092,-0.19792121057329612,0.1114489930605127,0,0,0,0,20,6,3,7
-0.40891359940928507,-0.5644786802925077,-0.0031123411513872875,0.38303626355923853,-0.20750663726918092,-0.19792121057329612,1.3183533114757187,0,0,0,0,20,2,1,0
1.656828251610088,-0.5644786802925077,2.132808056859415,0.06887755215024681,-0.20750663726918092,-0.7299039172868461,1.663183116737206,0,0,0,0,18,0,2,5
0.6239573261004014,1.9051669969388227,1.7056239772572548,-1.5019160048947127,-0.20750663726918092,-0.789013106921685,1.4907682141064622,0,0,0,0,7,1,4,6
-0.40891359940928507,-0.15287106742061934,-0.7354279061836625,-1.467009481404825,-0.20750663726918092,-0.4343579691126517,-1.0954553253546933,0,0,0,0,9,6,4,5
0.6239573261004014,-0.5644786802925077,-1.7118486595600293,1.1160732568468863,-0.20750663726918092,-0.257030400208135,-1.2678702279854368,0,0,0,0,8,3,1,3
0.6239573261004014,0.25873654545126906,-0.30824382658150196,-1.397196434425049,-0.20750663726918092,-1.0254498654610407,0.2838638956912564,0,0,0,0,12,2,4,2
0.6239573261004014,-0.5644786802925077,-1.5897960653879835,-1.7462616693239288,-0.20750663726918092,1.1024809613931594,-0.9230404227239495,1,0,0,0,15,5,3,4
1.656828251610088,-0.5644786802925077,-1.1015856886998001,-1.397196434425049,-0.20750663726918092,-0.4343579691126517,-0.9230404227239495,0,0,0,0,9,0,0,6
1.656828251610088,1.4935593840669343,0.05791395593463564,0.6273819279884545,-0.20750663726918092,-0.19792121057329612,0.1114489930605127,0,0,0,0,6,1,3,1
0.6239573261004014,-0.5644786802925077,-0.247217529495479,-0.24528115925874525,-0.20750663726918092,-0.020593641668779434,0.9735235062142312,0,0,0,0,1,0,0,4
0.6239573261004014,2.3167746098107114,1.8276765714293006,0.3132232165794628,-0.20750663726918092,0.03851554796605946,0.9735235062142312,0,0,0,0,3,3,0,0
-1.4417845249189716,2.3167746098107114,0.30201914427872734,0.6971949749682306,-0.0626503459817945,-1.0254498654610407,0.1114489930605127,0,0,0,0,12,1,4,1
1.656828251610088,1.9051669969388227,0.24099284719270445,-1.4321029579149367,-0.0626503459817945,-0.257030400208135,0.1114489930605127,0,0,0,0,17,3,0,2
0.6239573261004014,1.9051669969388227,2.315886948117484,-0.8037855350969529,-0.0626503459817945,1.1615901510279985,0.1114489930605127,0,0,0,0,22,5,0,7
0.6239573261004014,-0.5644786802925077,1.583571383085209,1.0811667333569983,-0.0626503459817945,-0.19792121057329612,1.3183533114757187,1,0,0,0,6,1,3,6
-0.40891359940928507,0.6703441583231574,-0.12516493532343315,1.0811667333569983,-0.0626503459817945,-0.257030400208135,-0.2333808122009747,0,0,0,0,17,4,3,0
0.6239573261004014,-0.5644786802925077,-0.12516493532343315,0.17359712261991073,-0.0626503459817945,-2.6213979856016905,0.6286937009527438,0,0,0,0,2,7,3,7
1.656828251610088,-0.5644786802925077,-0.0031123411513872875,0.9764471628873345,-0.0626503459817945,-1.0254498654610407,0.6286937009527438,0,0,0,0,12,3,3,4
0.6239573261004014,-0.5644786802925077,-0.8574805003557083,0.17359712261991073,-0.0626503459817945,1.1615901510279985,-1.6127000332469243,0,0,0,0,22,1,3,2
1.656828251610088,2.7283822226826,-0.0031123411513872875,1.2906058742963262,-0.0626503459817945,-0.7299039172868461,-0.2333808122009747,0,0,0,0,18,6,0,5
0.6239573261004014,-0.5644786802925077,-0.9185067974417312,-0.2801876827486331,-0.0626503459817945,-0.3161395898429739,-0.7506255200932058,0,0,0,0,13,1,4,7
0.6239573261004014,-0.5644786802925077,-0.8574805003557083,0.5924754044985666,-0.0626503459817945,1.1615901510279985,0.2838638956912564,0,0,0,0,22,2,1,3
0.6239573261004014,-0.5644786802925077,-0.7964542032696854,1.3604189212761024,-0.0626503459817945,1.7526820473763873,-0.2333808122009747,0,0,0,0,11,5,4,2
0.6239573261004014,-0.5644786802925077,0.24099284719270445,-0.7688790116070651,0.0822059453055919,0.21584311687057614,-0.578210617462462,1,0,0,0,16,7,0,1
-0.40891359940928507,-0.5644786802925077,0.24099284719270445,-0.0358420183194171,0.0822059453055919,-0.19792121057329612,1.8355980193679498,0,0,0,0,20,0,0,6
-1.4417845249189716,1.4935593840669343,-0.5523490149255936,0.6273819279884545,0.0822059453055919,2.343773943724776,0.4562787983220001,0,0,0,0,0,4,0,1
0.6239573261004014,-0.5644786802925077,0.48509803553679615,0.41794278704912674,0.0822059453055919,-0.257030400208135,-0.4057957148317184,0,0,0,0,17,3,4,1
-0.40891359940928507,0.25873654545126906,0.8512558180529337,0.9415406393974466,0.0822059453055919,-0.4934671587474906,0.8011086035834875,0,0,0,0,23,7,2,3
-0.40891359940928507,-0.5644786802925077,0.3630454413647503,-1.048131199526169,0.0822059453055919,0.21584311687057614,0.8011086035834875,1,0,0,0,16,1,4,7
-0.40891359940928507,-0.5644786802925077,0.11894025302065857,-0.4198137767081852,0.0822059453055919,-0.257030400208135,-0.9230404227239495,0,0,0,0,8,5,0,3
1.656828251610088,-0.5644786802925077,1.0953610063970254,1.5000450152356546,0.0822059453055919,0.03851554796605946,1.3183533114757187,0,0,0,0,3,7,0,5
-1.4417845249189716,0.25873654545126906,-0.8574805003557083,0.6622884514783427,0.0822059453055919,-0.257030400208135,-1.6127000332469243,0,0,0,0,8,0,2,0
0.6239573261004014,-0.5644786802925077,0.668176926794865,-0.3150942062385213,0.0822059453055919,-0.020593641668779434,-0.06096590957023099,0,0,0,0,1,6,4,5
-1.4417845249189716,-0.5644786802925077,0.3630454413647503,1.6745776326850945,0.0822059453055919,0.03851554796605946,-0.2333808122009747,0,0,0,0,19,6,2,4
-1.4417845249189716,1.4935593840669343,0.11894025302065857,0.3132232165794628,0.0822059453055919,0.03851554796605946,0.6286937009527438,0,0,0,0,19,1,2,5
-1.4417845249189716,-0.5644786802925077,-0.7354279061836625,1.4651384917457662,0.2270622365929783,1.7526820473763873,0.1114489930605127,0,0,0,0,11,3,3,1
-0.40891359940928507,2.7283822226826,1.0343347093110025,0.34812974006935066,0.2270622365929783,-0.5525763483823295,1.3183533114757187,0,0,0,0,10,6,1,7
0.6239573261004014,1.4935593840669343,-0.8574805003557083,-0.4198137767081852,0.2270622365929783,-0.020593641668779434,-1.2678702279854368,0,0,0,0,1,4,2,0
1.656828251610088,-0.5644786802925077,0.7292032238808879,-1.5368225283846009,0.2270622365929783,0.21584311687057614,0.2838638956912564,0,0,0,0,16,0,0,7
-0.40891359940928507,-0.5644786802925077,-0.7964542032696854,-0.38490725321829716,0.2270622365929783,-2.6213979856016905,-0.578210617462462,0,0,0,0,2,2,3,2
-1.4417845249189716,-0.5644786802925077,0.5461243326228191,-1.6066355753643766,0.2270622365929783,1.338917719932515,-1.2678702279854368,0,0,0,0,14,1,3,5
1.656828251610088,-0.5644786802925077,-0.8574805003557083,-0.873598582076729,0.2270622365929783,-0.4934671587474906,-0.578210617462462,0,0,0,0,23,1,4,4
0.6239573261004014,-0.5644786802925077,-0.30824382658150196,0.45284931053901456,0.2270622365929783,1.1615901510279985,-1.4402851306161806,0,0,0,0,22,0,3,5
-1.4417845249189716,-0.5644786802925077,-1.7118486595600293,0.8368210689277826,0.2270622365929783,-0.020593641668779434,-1.2678702279854368,0,0,0,0,5,3,3,4
-1.4417845249189716,-0.5644786802925077,-2.13903273916219,-0.0358420183194171,0.2270622365929783,-0.19792121057329612,-0.4057957148317184,1,0,0,0,21,6,4,5
-0.40891359940928507,1.9051669969388227,0.668176926794865,0.34812974006935066,0.2270622365929783,-0.19792121057329612,0.6286937009527438,1,0,0,0,21,0,1,6
1.656828251610088,1.081951771195046,1.7056239772572548,-0.873598582076729,0.2270622365929783,-0.4343579691126517,-0.2333808122009747,0,0,0,0,9,5,3,7
