event_id,prediction,confidence_score,anomaly_score,severity,event_type,asset_name,source_ip,timestamp
EVT00149,Normal,47.24,0.0140777109094842,Medium,Ransomware Detected,FIN-DB-0006,200.47.151.238,2026-01-01 12:25:00
EVT00150,Normal,18.23,0.1381443378902286,Medium,File Access,HR-PC-0073,39.61.177.239,2026-01-01 12:30:00
EVT00151,Normal,51.01,0.0510924086949189,Critical,Credential Dumping,FIN-PC-0001,79.229.129.25,2026-01-01 12:35:00
EVT00152,Normal,43.24,0.0771088252531918,Low,File Access,FIN-MOB-0087,215.40.29.221,2026-01-01 12:40:00
EVT00153,Normal,37.66,0.1038685550361103,High,Brute Force,SAL-LAP-0062,133.20.222.193,2026-01-01 12:45:00
EVT00154,Normal,40.18,0.1016745174532108,Low,Suspicious Process Execution,IT-PRT-0011,77.243.99.59,2026-01-01 12:50:00
EVT00155,Normal,47.03,0.0751811493114258,Low,Suspicious Process Execution,HR-IOT-0025,49.97.28.30,2026-01-01 12:55:00
EVT00156,Normal,37.6,0.1069657750928385,Low,Login Success,SAL-PC-0095,212.94.125.238,2026-01-01 13:00:00
EVT00157,Normal,59.88,0.045217101482154,Medium,Lateral Movement Detected,HR-DB-0092,197.69.2.158,2026-01-01 13:05:00
EVT00158,Normal,42.7,0.0737369237313241,High,Brute Force,FIN-FW-0128,178.103.24.141,2026-01-01 13:10:00
EVT00159,Normal,42.05,0.0071913534000634,Critical,Ransomware Detected,ENG-IOT-0055,148.140.68.170,2026-01-01 13:15:00
EVT00160,Normal,15.3,0.1514980260658674,Medium,Configuration Change,SAL-PC-0028,117.230.68.188,2026-01-01 13:20:00
EVT00161,Normal,21.88,0.0907232759124166,Low,Port Scan,ENG-SRV-0073,178.5.99.251,2026-01-01 13:25:00
EVT00162,Normal,30.11,0.0756255133027253,Critical,Web Shell Detected,SAL-MOB-0079,32.41.229.250,2026-01-01 13:30:00
EVT00163,Normal,29.3,0.1148033726607152,High,VPN Connection,FIN-PC-0095,203.109.176.202,2026-01-01 13:35:00
EVT00164,Normal,31.22,0.1264442926946706,Low,DNS Tunneling Detected,MKT-LAP-0047,50.24.49.106,2026-01-01 13:40:00
EVT00165,Normal,53.16,0.0163118287979647,Low,Unauthorized Access,MKT-MOB-0071,26.162.79.59,2026-01-01 13:45:00
EVT00166,Suspicious,71.66,-0.0046540429238325,Medium,Unauthorized Access,OPS-SW-0020,199.93.81.211,2026-01-01 13:50:00
EVT00167,Normal,41.82,0.0573870914222202,Critical,Firewall Rule Change,HR-IOT-0071,213.64.44.113,2026-01-01 13:55:00
EVT00168,Normal,60.17,0.0502569201340357,High,USB Device Connected,MKT-DB-0089,220.197.171.255,2026-01-01 14:00:00
EVT00169,Normal,35.53,0.0865329687299726,Low,Credential Dumping,ENG-IOT-0060,113.2.140.136,2026-01-01 14:05:00
EVT00170,Normal,60.61,0.0556411153996686,Medium,Web Shell Detected,FIN-DB-0019,134.218.154.196,2026-01-01 14:10:00
EVT00171,Normal,48.07,0.0381594724289502,High,DDoS Attempt,MKT-PC-0017,153.229.31.223,2026-01-01 14:15:00
EVT00172,Normal,24.59,0.1065018805270043,Critical,Failed Login,MKT-PRT-0051,174.101.246.232,2026-01-01 14:20:00
EVT00173,Normal,56.05,0.012536643242044,Critical,Suspicious Process Execution,HR-MOB-0055,179.211.249.90,2026-01-01 14:25:00
EVT00174,Normal,27.15,0.104473444532984,High,Malware Detection,SAL-SRV-0068,27.76.22.189,2026-01-01 14:30:00
EVT00175,Normal,57.05,0.0092197063331663,High,Brute Force,FIN-RTR-0027,39.10.78.49,2026-01-01 14:35:00
EVT00176,Normal,41.84,0.0692478382046553,Low,Web Shell Detected,HR-PC-0085,201.55.22.155,2026-01-01 14:40:00
EVT00177,Normal,30.66,0.1128274874589175,Critical,Suspicious Process Execution,SAL-DB-0106,91.233.147.128,2026-01-01 14:45:00
EVT00178,Normal,43.26,0.0895827971703994,Low,Failed Login,LEG-MOB-0112,9.215.152.64,2026-01-01 14:50:00
EVT00179,Normal,57.66,0.0113689308261479,High,Configuration Change,FIN-RTR-0018,55.171.34.200,2026-01-01 14:55:00
EVT00180,Normal,65.25,0.0331492054223351,Critical,Phishing Email,OPS-RTR-0029,153.124.43.206,2026-01-01 15:00:00
EVT00181,Normal,37.74,0.0680842557236606,Medium,File Access,SAL-IOT-0074,188.239.107.160,2026-01-01 15:05:00
EVT00182,Normal,41.77,0.080818116033733,Low,Account Lockout,LEG-MOB-0015,14.23.148.209,2026-01-01 15:10:00
EVT00183,Normal,28.82,0.1093254005541206,Low,USB Device Connected,FIN-FW-0007,126.199.149.251,2026-01-01 15:15:00
EVT00184,Normal,27.19,0.1105501873380482,High,USB Device Connected,MKT-FW-0009,154.177.85.31,2026-01-01 15:20:00
EVT00185,Suspicious,59.15,-0.0034132871985208,High,Web Shell Detected,OPS-LAP-0025,102.192.219.254,2026-01-01 15:25:00
EVT00186,Normal,8.35,0.1461066514089918,High,DDoS Attempt,ENG-IOT-0012,37.141.87.220,2026-01-01 15:30:00
EVT00187,Normal,42.24,0.0907346856402883,Medium,Credential Dumping,SAL-SRV-0056,45.87.236.212,2026-01-01 15:35:00
EVT00188,Normal,42.67,0.0638551048916851,Critical,VPN Connection,IT-DB-0015,59.217.9.118,2026-01-01 15:40:00
EVT00189,Normal,27.86,0.1011602467500212,Critical,Ransomware Detected,FIN-DB-0068,66.57.166.220,2026-01-01 15:45:00
EVT00190,Normal,18.25,0.1314992872547776,Low,Login Success,LEG-SW-0114,175.78.182.140,2026-01-01 15:50:00
EVT00191,Normal,50.7,0.0709235023894193,Medium,Ransomware Detected,IT-IOT-0020,154.163.68.41,2026-01-01 15:55:00
EVT00192,Normal,25.13,0.1324478561741123,Medium,Ransomware Detected,MKT-FW-0097,218.59.123.188,2026-01-01 16:00:00
EVT00193,Normal,25.31,0.0789954273599351,Medium,Suspicious Process Execution,IT-IOT-0058,172.127.216.80,2026-01-01 16:05:00
EVT00194,Normal,23.97,0.0922008459985687,Low,SQL Injection Attempt,HR-SW-0052,180.190.114.72,2026-01-01 16:10:00
EVT00195,Normal,33.67,0.1160587175758651,High,Credential Dumping,SAL-PRT-0033,122.212.90.237,2026-01-01 16:15:00
EVT00196,Normal,39.83,0.0971770357674109,High,Phishing Email,IT-IOT-0078,167.146.218.3,2026-01-01 16:20:00
EVT00197,Normal,35.29,0.112352208094986,Medium,Port Scan,LEG-DB-0011,153.141.200.13,2026-01-01 16:25:00
EVT00198,Normal,58.39,0.0308386245425145,Medium,Firewall Rule Change,FIN-MOB-0063,200.172.128.16,2026-01-01 16:30:00
EVT00199,Suspicious,65.55,-0.0088766124471858,Low,Web Shell Detected,ENG-MOB-0039,210.204.98.39,2026-01-01 16:35:00
EVT00200,Normal,61.28,0.0063704560037176,Critical,VPN Connection,LEG-FW-0046,20.131.29.160,2026-01-01 16:40:00
EVT00201,Normal,61.2,0.0415196008078982,High,Web Shell Detected,HR-MOB-0001,13.237.205.56,2026-01-01 16:45:00
EVT00202,Suspicious,55.32,-0.0154273518175059,Critical,Brute Force,OPS-PC-0066,202.44.179.75,2026-01-01 16:50:00
EVT00203,Normal,39.43,0.0991954149401135,Medium,Configuration Change,IT-LAP-0012,126.114.130.168,2026-01-01 16:55:00
EVT00204,Suspicious,79.79,-0.0685631778540901,Low,Session Hijacking Attempt,HR-PC-0015,135.69.180.120,2026-01-01 17:00:00
EVT00205,Normal,50.49,0.0570632731638662,Low,USB Device Connected,LEG-SRV-0023,101.194.66.240,2026-01-01 17:05:00
EVT00206,Normal,27.61,0.1191203277685188,Medium,Login Success,OPS-IOT-0019,190.80.43.97,2026-01-01 17:10:00
EVT00207,Normal,23.05,0.1261973564967717,Medium,Brute Force,SAL-IOT-0018,77.191.146.187,2026-01-01 17:15:00
EVT00208,Normal,58.76,0.0471486990649326,High,Failed Login,IT-IOT-0036,153.192.17.143,2026-01-01 17:20:00
EVT00209,Normal,20.76,0.1227259246080879,Critical,Failed Login,MKT-LAP-0051,177.57.66.150,2026-01-01 17:25:00
EVT00210,Normal,38.01,0.0569208721697571,High,Data Exfiltration Attempt,HR-SRV-0084,166.125.193.221,2026-01-01 17:30:00
EVT00211,Normal,20.63,0.1035101401740704,Medium,Ransomware Detected,IT-IOT-0063,49.204.242.198,2026-01-01 17:35:00
